payment_id_PK,customer_id_FK,payment_method,date,amount
1703,1051,bank card,23.02.2020 11:14 PM,23.0
1704,62,bank card,23.02.2020 12:11 PM,25.0
1705,50,from another phone,23.02.2020 12:36 PM,21.0
1706,456,bank card,23.02.2020 12:38 PM,25.0
1707,1072,bank card,24.02.2020 02:15 AM,23.0
1708,1144,bank card,24.02.2020 02:40 AM,50.0
1709,425,bank card,24.02.2020 02:41 AM,24.0
1710,24,from another phone,24.02.2020 02:44 AM,24.0
1711,481,bank card,24.02.2020 02:57 AM,22.0
1712,1232,bank card,24.02.2020 04:16 AM,24.0
1713,233,bank card,24.02.2020 05:41 AM,50.0
1714,386,bank card,24.02.2020 06:27 AM,28.0
1715,83,bank card,24.02.2020 06:30 AM,15.0
1716,788,bank card,24.02.2020 07:12 AM,50.0
1717,1204,bank card,24.02.2020 08:59 AM,50.0
1718,891,from another phone,24.02.2020 10:10 AM,20.0
1719,131,bank card,24.02.2020 11:14 AM,15.0
1720,586,from another phone,24.02.2020 01:16 PM,140.0
1721,350,bank card,24.02.2020 01:28 PM,10.0
1722,1280,bank card,24.02.2020 01:55 PM,15.0
1723,225,bank card,24.02.2020 02:35 PM,18.0
1724,1118,bank card,24.02.2020 03:17 PM,15.0
1725,38,bank card,24.02.2020 03:33 PM,10.0
1726,1267,bank card,24.02.2020 03:49 PM,23.0
1727,284,bank card,24.02.2020 03:51 PM,22.0
1728,1120,from another phone,24.02.2020 04:05 PM,23.0
1729,621,bank card,24.02.2020 04:28 PM,90.0
1730,392,from another phone,24.02.2020 04:44 PM,15.0
1731,1032,bank card,24.02.2020 04:59 PM,25.0
1732,218,bank card,24.02.2020 05:12 PM,22.0
1733,524,bank card,24.02.2020 05:31 PM,21.0
1734,502,bank card,24.02.2020 06:14 PM,50.0
1735,96,bank card,24.02.2020 06:31 PM,22.0
1736,95,bank card,24.02.2020 07:27 PM,24.0
1737,1011,bank card,24.02.2020 09:39 PM,22.0
1738,470,from another phone,24.02.2020 10:49 PM,24.0
1739,709,bank card,24.02.2020 11:54 PM,23.0
1740,368,bank card,25.02.2020 01:31 AM,90.0
1741,217,from another phone,25.02.2020 02:12 AM,27.0
1742,52,bank card,25.02.2020 04:00 AM,20.0
1743,339,from another phone,25.02.2020 04:28 AM,24.0
1744,203,bank card,25.02.2020 04:56 AM,15.0
1745,585,from terminal,25.02.2020 04:59 AM,24.0
1746,870,from terminal,25.02.2020 05:27 AM,23.0
1747,70,from terminal,25.02.2020 06:06 AM,90.0
1748,1007,bank card,25.02.2020 06:31 AM,50.0
1749,700,bank card,25.02.2020 09:36 AM,20.0
1750,1275,bank card,25.02.2020 09:41 AM,20.0
1751,446,bank card,25.02.2020 10:04 AM,24.0
1752,314,bank card,25.02.2020 10:11 AM,23.0
1753,1292,bank card,25.02.2020 10:27 AM,18.0
1754,697,from another phone,25.02.2020 10:44 AM,24.0
1755,1343,from terminal,25.02.2020 10:45 AM,27.0
1756,1362,bank card,25.02.2020 11:17 AM,50.0
1757,879,from terminal,25.02.2020 12:24 AM,24.0
1758,279,bank card,25.02.2020 12:30 AM,22.0
1759,983,from terminal,25.02.2020 12:38 AM,17.0
1760,236,from another phone,25.02.2020 12:45 AM,24.0
1761,19,from terminal,25.02.2020 03:58 PM,18.0
1762,504,bank card,25.02.2020 04:17 PM,20.0
1763,410,bank card,25.02.2020 04:29 PM,50.0
1764,1059,from terminal,25.02.2020 05:25 PM,21.0
1765,806,bank card,25.02.2020 05:36 PM,22.0
1766,72,bank card,25.02.2020 06:45 PM,23.0
1767,38,from terminal,25.02.2020 06:55 PM,15.0
1768,1309,bank card,25.02.2020 07:00 PM,50.0
1769,682,bank card,25.02.2020 08:52 PM,28.0
1770,465,from terminal,25.02.2020 08:52 PM,28.0
1771,1347,from terminal,25.02.2020 09:36 PM,21.0
1772,51,bank card,25.02.2020 12:01 PM,15.0
1773,1232,bank card,25.02.2020 12:08 PM,21.0
1774,514,bank card,26.02.2020 01:35 AM,24.0
1775,307,bank card,26.02.2020 02:01 AM,24.0
1776,1239,bank card,26.02.2020 02:49 AM,22.0
1777,817,bank card,26.02.2020 05:12 AM,28.0
1778,643,from terminal,26.02.2020 05:27 AM,25.0
1779,633,bank card,26.02.2020 07:03 AM,90.0
1780,1331,bank card,26.02.2020 07:14 AM,21.0
1781,177,bank card,26.02.2020 08:57 AM,140.0
1782,58,bank card,26.02.2020 10:09 AM,10.0
1783,187,bank card,26.02.2020 10:28 AM,21.0
1784,1049,bank card,26.02.2020 11:42 AM,22.0
1785,1068,bank card,26.02.2020 12:01 AM,24.0
1786,1211,bank card,26.02.2020 12:16 AM,140.0
1787,1211,from terminal,26.02.2020 12:24 AM,21.0
1788,1385,bank card,26.02.2020 12:39 AM,19.0
1789,408,bank card,26.02.2020 05:19 PM,25.0
1790,670,bank card,26.02.2020 06:49 PM,22.0
1791,333,from terminal,26.02.2020 06:59 PM,90.0
1792,989,bank card,26.02.2020 07:18 PM,10.0
1793,227,from terminal,26.02.2020 07:20 PM,22.0
1794,970,bank card,26.02.2020 08:53 PM,23.0
1795,1228,from terminal,26.02.2020 09:34 PM,22.0
1796,1158,bank card,26.02.2020 09:34 PM,21.0
1797,1325,bank card,26.02.2020 10:16 PM,22.0
1798,846,bank card,26.02.2020 10:23 PM,90.0
1799,876,bank card,26.02.2020 11:04 PM,19.0
1800,191,bank card,26.02.2020 12:04 PM,22.0
1801,740,from terminal,26.02.2020 12:05 PM,140.0
1802,1010,from another phone,26.02.2020 12:41 PM,26.0
1803,973,from another phone,26.02.2020 12:45 PM,50.0
1804,1383,from another phone,27.02.2020 01:45 AM,22.0
1805,1205,from terminal,27.02.2020 01:54 AM,25.0
1806,547,bank card,27.02.2020 02:11 AM,22.0
1807,1270,bank card,27.02.2020 04:26 AM,27.0
1808,718,bank card,27.02.2020 04:27 AM,25.0
1809,541,bank card,27.02.2020 04:38 AM,25.0
1810,1286,bank card,27.02.2020 05:49 AM,50.0
1811,91,from terminal,27.02.2020 06:12 AM,15.0
1812,603,bank card,27.02.2020 07:42 AM,50.0
1813,195,bank card,27.02.2020 10:19 AM,50.0
1814,1154,bank card,27.02.2020 10:58 AM,50.0
1815,48,from terminal,27.02.2020 11:32 AM,23.0
1816,669,bank card,27.02.2020 11:35 AM,18.0
1817,811,bank card,27.02.2020 02:13 PM,20.0
1818,216,bank card,27.02.2020 02:17 PM,25.0
1819,1056,bank card,27.02.2020 04:12 PM,23.0
1820,670,bank card,27.02.2020 05:18 PM,10.0
1821,1398,bank card,27.02.2020 07:58 PM,22.0
1822,295,from terminal,27.02.2020 10:12 PM,90.0
1823,1324,bank card,27.02.2020 10:16 PM,22.0
1824,1323,from terminal,27.02.2020 11:14 PM,22.0
1825,692,bank card,27.02.2020 12:03 PM,15.0
1826,541,bank card,27.02.2020 12:13 PM,15.0
1827,1019,bank card,27.02.2020 12:32 PM,23.0
1828,737,bank card,27.02.2020 12:48 PM,19.0
1829,1227,from terminal,27.02.2020 12:58 PM,19.0
1830,311,bank card,28.02.2020 02:10 AM,21.0
1831,827,from another phone,28.02.2020 03:17 AM,90.0
1832,1306,bank card,28.02.2020 03:58 AM,23.0
1833,933,from another phone,28.02.2020 04:30 AM,24.0
1834,268,bank card,28.02.2020 05:03 AM,23.0
1835,317,bank card,28.02.2020 05:12 AM,15.0
1836,445,bank card,28.02.2020 05:46 AM,21.0
1837,1199,bank card,28.02.2020 06:00 AM,22.0
1838,698,bank card,28.02.2020 06:15 AM,25.0
1839,914,bank card,28.02.2020 06:28 AM,140.0
1840,987,bank card,28.02.2020 08:10 AM,21.0
1841,1180,bank card,28.02.2020 09:13 AM,23.0
1842,407,from terminal,28.02.2020 11:33 AM,23.0
1843,408,bank card,28.02.2020 12:26 AM,50.0
1844,694,bank card,28.02.2020 12:34 AM,19.0
1845,536,from another phone,28.02.2020 05:29 PM,10.0
1846,250,bank card,28.02.2020 07:00 PM,20.0
1847,488,bank card,28.02.2020 09:30 PM,140.0
1848,1251,bank card,28.02.2020 09:32 PM,24.0
1849,534,from terminal,28.02.2020 10:03 PM,17.0
1850,1186,bank card,28.02.2020 10:14 PM,15.0
1851,615,bank card,28.02.2020 10:16 PM,50.0
1852,858,from terminal,28.02.2020 10:48 PM,50.0
1853,39,from terminal,28.02.2020 12:29 PM,140.0
1854,180,bank card,29.02.2020 01:14 AM,29.0
1855,1315,bank card,29.02.2020 03:23 AM,22.0
1856,43,bank card,29.02.2020 03:44 AM,21.0
1857,398,from another phone,29.02.2020 04:14 AM,15.0
1858,526,from terminal,29.02.2020 05:00 AM,24.0
1859,985,bank card,29.02.2020 05:06 AM,22.0
1860,1336,bank card,29.02.2020 05:18 AM,90.0
1861,1328,from another phone,29.02.2020 06:03 AM,50.0
1862,1355,from terminal,29.02.2020 08:07 AM,23.0
1863,816,bank card,29.02.2020 08:09 AM,23.0
1864,100,bank card,29.02.2020 08:56 AM,21.0
1865,803,bank card,29.02.2020 09:15 AM,26.0
1866,96,bank card,29.02.2020 10:30 AM,50.0
1867,523,from another phone,29.02.2020 11:00 AM,25.0
1868,191,bank card,29.02.2020 11:12 AM,15.0
1869,611,bank card,29.02.2020 11:42 AM,22.0
1870,882,bank card,29.02.2020 12:02 AM,21.0
1871,752,from terminal,29.02.2020 03:45 PM,24.0
1872,54,bank card,29.02.2020 04:55 PM,23.0
1873,1010,bank card,29.02.2020 05:40 PM,90.0
1874,1382,bank card,29.02.2020 05:46 PM,24.0
1875,500,bank card,29.02.2020 07:40 PM,21.0
1876,489,bank card,29.02.2020 07:40 PM,21.0
1877,210,from terminal,29.02.2020 10:08 PM,15.0
1878,288,bank card,29.02.2020 11:24 PM,22.0
1879,337,bank card,01.03.2020 01:04 AM,15.0
1880,645,bank card,01.03.2020 01:07 AM,15.0
1881,627,bank card,01.03.2020 01:17 AM,15.0
1882,1019,bank card,01.03.2020 04:59 AM,22.0
1883,626,from terminal,01.03.2020 05:51 AM,17.0
1884,945,bank card,01.03.2020 06:32 AM,22.0
1885,97,bank card,01.03.2020 06:41 AM,23.0
1886,670,bank card,01.03.2020 07:19 AM,24.0
1887,134,from another phone,01.03.2020 07:31 AM,140.0
1888,1191,bank card,01.03.2020 07:55 AM,23.0
1889,626,bank card,01.03.2020 08:21 AM,27.0
1890,1293,from terminal,01.03.2020 08:33 AM,22.0
1891,1304,bank card,01.03.2020 08:45 AM,22.0
1892,186,from terminal,01.03.2020 10:35 AM,27.0
1893,978,bank card,01.03.2020 11:28 AM,25.0
1894,693,from terminal,01.03.2020 12:22 AM,10.0
1895,1097,bank card,01.03.2020 12:58 AM,23.0
1896,1199,from another phone,01.03.2020 02:01 PM,23.0
1897,407,bank card,01.03.2020 02:35 PM,10.0
1898,842,bank card,01.03.2020 03:11 PM,26.0
1899,366,bank card,01.03.2020 03:14 PM,50.0
1900,1103,from another phone,01.03.2020 04:10 PM,24.0
1901,1262,from terminal,01.03.2020 06:26 PM,23.0
1902,1089,from terminal,01.03.2020 07:18 PM,17.0
1903,12,bank card,01.03.2020 08:25 PM,23.0
1904,605,bank card,01.03.2020 08:41 PM,22.0
1905,651,bank card,01.03.2020 11:47 PM,27.0
1906,216,from another phone,01.03.2020 12:09 PM,90.0
1907,381,from terminal,01.03.2020 12:29 PM,50.0
1908,731,bank card,02.03.2020 01:20 AM,25.0
1909,971,bank card,02.03.2020 01:45 AM,90.0
1910,191,bank card,02.03.2020 01:51 AM,50.0
1911,366,bank card,02.03.2020 04:18 AM,22.0
1912,717,bank card,02.03.2020 04:44 AM,22.0
1913,652,bank card,02.03.2020 06:50 AM,50.0
1914,975,bank card,02.03.2020 06:59 AM,50.0
1915,881,from terminal,02.03.2020 07:26 AM,15.0
1916,737,bank card,02.03.2020 07:52 AM,23.0
1917,302,bank card,02.03.2020 09:56 AM,16.0
1918,1191,bank card,02.03.2020 10:00 AM,21.0
1919,1138,from terminal,02.03.2020 10:01 AM,26.0
1920,1169,bank card,02.03.2020 10:28 AM,23.0
1921,336,bank card,02.03.2020 11:19 AM,22.0
1922,368,bank card,02.03.2020 12:33 AM,23.0
1923,640,bank card,02.03.2020 01:21 PM,15.0
1924,1110,from another phone,02.03.2020 01:37 PM,26.0
1925,292,bank card,02.03.2020 03:21 PM,15.0
1926,567,from another phone,02.03.2020 03:49 PM,20.0
1927,653,bank card,02.03.2020 03:50 PM,50.0
1928,1203,bank card,02.03.2020 05:02 PM,18.0
1929,456,bank card,02.03.2020 05:11 PM,50.0
1930,101,bank card,02.03.2020 06:06 PM,15.0
1931,316,bank card,02.03.2020 07:58 PM,25.0
1932,1378,bank card,02.03.2020 08:25 PM,21.0
1933,466,bank card,02.03.2020 08:59 PM,25.0
1934,1020,bank card,02.03.2020 09:11 PM,25.0
1935,21,from another phone,02.03.2020 09:57 PM,15.0
1936,886,bank card,02.03.2020 10:15 PM,22.0
1937,136,bank card,02.03.2020 11:18 PM,19.0
1938,147,bank card,02.03.2020 12:14 PM,90.0
1939,350,bank card,03.03.2020 01:41 AM,24.0
1940,1397,bank card,03.03.2020 01:48 AM,10.0
1941,1013,from terminal,03.03.2020 02:28 AM,18.0
1942,900,bank card,03.03.2020 03:43 AM,90.0
1943,1008,from terminal,03.03.2020 04:43 AM,21.0
1944,1303,bank card,03.03.2020 05:14 AM,21.0
1945,456,bank card,03.03.2020 07:07 AM,90.0
1946,756,bank card,03.03.2020 07:12 AM,27.0
1947,75,bank card,03.03.2020 07:17 AM,26.0
1948,1340,from terminal,03.03.2020 07:18 AM,18.0
1949,539,bank card,03.03.2020 07:58 AM,24.0
1950,634,from another phone,03.03.2020 10:08 AM,24.0
1951,269,bank card,03.03.2020 10:10 AM,28.0
1952,1029,bank card,03.03.2020 10:26 AM,23.0
1953,209,bank card,03.03.2020 10:39 AM,19.0
1954,280,bank card,03.03.2020 10:59 AM,21.0
1955,1134,bank card,03.03.2020 11:42 AM,90.0
1956,876,bank card,03.03.2020 11:51 AM,25.0
1957,159,bank card,03.03.2020 12:38 AM,90.0
1958,1391,from terminal,03.03.2020 12:49 AM,23.0
1959,748,bank card,03.03.2020 12:57 AM,90.0
1960,750,bank card,03.03.2020 01:44 PM,25.0
1961,211,from another phone,03.03.2020 01:47 PM,10.0
1962,551,bank card,03.03.2020 04:02 PM,50.0
1963,1056,from another phone,03.03.2020 05:26 PM,21.0
1964,1396,bank card,03.03.2020 05:28 PM,23.0
1965,130,bank card,03.03.2020 06:57 PM,27.0
1966,876,bank card,03.03.2020 07:34 PM,20.0
1967,915,bank card,03.03.2020 07:35 PM,20.0
1968,79,bank card,03.03.2020 07:50 PM,24.0
1969,1011,from another phone,03.03.2020 07:55 PM,140.0
1970,722,from terminal,03.03.2020 09:36 PM,50.0
1971,228,from terminal,03.03.2020 10:08 PM,23.0
1972,531,bank card,03.03.2020 10:10 PM,50.0
1973,589,bank card,03.03.2020 11:10 PM,50.0
1974,1119,bank card,03.03.2020 11:35 PM,25.0
1975,679,bank card,04.03.2020 01:36 AM,22.0
1976,979,bank card,04.03.2020 02:10 AM,22.0
1977,525,bank card,04.03.2020 02:12 AM,28.0
1978,933,from terminal,04.03.2020 02:42 AM,15.0
1979,917,bank card,04.03.2020 02:46 AM,10.0
1980,273,from terminal,04.03.2020 03:05 AM,20.0
1981,673,from terminal,04.03.2020 03:14 AM,20.0
1982,970,bank card,04.03.2020 03:39 AM,15.0
1983,700,from another phone,04.03.2020 04:42 AM,22.0
1984,164,bank card,04.03.2020 05:18 AM,24.0
1985,361,bank card,04.03.2020 05:23 AM,140.0
1986,33,from terminal,04.03.2020 05:27 AM,26.0
1987,1181,bank card,04.03.2020 05:52 AM,20.0
1988,189,from another phone,04.03.2020 06:18 AM,25.0
1989,841,bank card,04.03.2020 06:44 AM,140.0
1990,344,bank card,04.03.2020 08:23 AM,25.0
1991,1114,from terminal,04.03.2020 08:40 AM,23.0
1992,268,bank card,04.03.2020 09:25 AM,19.0
1993,112,bank card,04.03.2020 10:39 AM,50.0
1994,1172,bank card,04.03.2020 11:57 AM,20.0
1995,118,from terminal,04.03.2020 01:49 PM,90.0
1996,365,bank card,04.03.2020 02:23 PM,20.0
1997,878,bank card,04.03.2020 03:37 PM,90.0
1998,254,bank card,04.03.2020 04:02 PM,21.0
1999,151,from terminal,04.03.2020 04:21 PM,90.0
2000,84,from terminal,04.03.2020 06:41 PM,22.0
2001,826,from terminal,04.03.2020 06:49 PM,15.0
2002,309,bank card,04.03.2020 07:07 PM,15.0
2003,459,bank card,04.03.2020 09:18 PM,26.0
2004,1353,bank card,04.03.2020 10:13 PM,21.0
2005,1228,bank card,04.03.2020 10:48 PM,21.0
2006,989,bank card,04.03.2020 11:45 PM,90.0
2007,479,bank card,04.03.2020 11:53 PM,22.0
2008,310,bank card,04.03.2020 12:04 PM,23.0
2009,1316,bank card,04.03.2020 12:33 PM,20.0
2010,500,from terminal,05.03.2020 02:30 AM,24.0
2011,225,bank card,05.03.2020 03:34 AM,24.0
2012,935,bank card,05.03.2020 04:05 AM,25.0
2013,330,bank card,05.03.2020 05:42 AM,22.0
2014,1025,bank card,05.03.2020 07:40 AM,10.0
2015,1343,bank card,05.03.2020 08:59 AM,140.0
2016,1192,from another phone,05.03.2020 10:53 AM,19.0
2017,960,bank card,05.03.2020 11:08 AM,22.0
2018,936,bank card,05.03.2020 11:31 AM,10.0
2019,719,from another phone,05.03.2020 11:55 AM,27.0
2020,467,bank card,05.03.2020 01:13 PM,24.0
2021,1254,bank card,05.03.2020 01:19 PM,50.0
2022,704,from another phone,05.03.2020 01:42 PM,20.0
2023,315,bank card,05.03.2020 02:08 PM,23.0
2024,933,from terminal,05.03.2020 02:17 PM,22.0
2025,1342,bank card,05.03.2020 02:21 PM,25.0
2026,900,bank card,05.03.2020 02:41 PM,50.0
2027,796,bank card,05.03.2020 04:44 PM,20.0
2028,717,bank card,05.03.2020 05:33 PM,50.0
2029,504,from another phone,05.03.2020 08:27 PM,24.0
2030,540,bank card,05.03.2020 08:44 PM,23.0
2031,87,bank card,05.03.2020 08:56 PM,90.0
2032,1239,bank card,05.03.2020 09:37 PM,23.0
2033,465,bank card,05.03.2020 09:49 PM,22.0
2034,71,bank card,05.03.2020 10:17 PM,17.0
2035,873,bank card,05.03.2020 10:34 PM,90.0
2036,122,bank card,05.03.2020 11:01 PM,50.0
2037,596,bank card,05.03.2020 11:03 PM,22.0
2038,1102,bank card,05.03.2020 12:04 PM,10.0
2039,367,bank card,06.03.2020 03:17 AM,17.0
2040,1161,bank card,06.03.2020 04:07 AM,15.0
2041,286,from terminal,06.03.2020 04:36 AM,50.0
2042,290,bank card,06.03.2020 06:41 AM,16.0
2043,924,from another phone,06.03.2020 06:47 AM,15.0
2044,16,bank card,06.03.2020 07:45 AM,90.0
2045,489,bank card,06.03.2020 08:33 AM,24.0
2046,947,from terminal,06.03.2020 08:45 AM,19.0
2047,662,bank card,06.03.2020 08:51 AM,24.0
2048,1127,bank card,06.03.2020 10:03 AM,23.0
2049,224,bank card,06.03.2020 10:40 AM,140.0
2050,376,bank card,06.03.2020 11:19 AM,50.0
2051,897,bank card,06.03.2020 11:43 AM,90.0
2052,419,from terminal,06.03.2020 11:45 AM,20.0
2053,669,bank card,06.03.2020 12:49 AM,22.0
2054,449,from another phone,06.03.2020 01:11 PM,24.0
2055,886,bank card,06.03.2020 02:56 PM,26.0
2056,1182,bank card,06.03.2020 03:48 PM,15.0
2057,904,from terminal,06.03.2020 06:01 PM,24.0
2058,892,from terminal,06.03.2020 08:25 PM,15.0
2059,1148,bank card,06.03.2020 08:47 PM,22.0
2060,544,bank card,06.03.2020 09:25 PM,15.0
2061,830,bank card,06.03.2020 09:30 PM,140.0
2062,1344,from terminal,06.03.2020 10:33 PM,21.0
2063,130,bank card,06.03.2020 10:42 PM,30.0
2064,378,from terminal,06.03.2020 10:48 PM,10.0
2065,748,bank card,06.03.2020 11:01 PM,50.0
2066,1309,from terminal,07.03.2020 02:02 AM,26.0
2067,538,bank card,07.03.2020 02:44 AM,90.0
2068,370,from terminal,07.03.2020 03:31 AM,27.0
2069,335,bank card,07.03.2020 03:50 AM,25.0
2070,1052,bank card,07.03.2020 04:40 AM,22.0
2071,400,bank card,07.03.2020 04:57 AM,23.0
2072,1216,bank card,07.03.2020 05:22 AM,15.0
2073,733,bank card,07.03.2020 06:12 AM,140.0
2074,1381,from another phone,07.03.2020 06:19 AM,26.0
2075,30,bank card,07.03.2020 06:19 AM,50.0
2076,545,bank card,07.03.2020 07:06 AM,23.0
2077,806,from terminal,07.03.2020 09:18 AM,90.0
2078,1303,bank card,07.03.2020 10:22 AM,20.0
2079,3,bank card,07.03.2020 10:33 AM,21.0
2080,1071,from terminal,07.03.2020 10:39 AM,24.0
2081,1232,bank card,07.03.2020 10:48 AM,90.0
2082,1068,bank card,07.03.2020 11:55 AM,26.0
2083,190,from another phone,07.03.2020 01:35 PM,24.0
2084,110,bank card,07.03.2020 01:37 PM,23.0
2085,360,from another phone,07.03.2020 02:18 PM,23.0
2086,1326,bank card,07.03.2020 03:49 PM,15.0
2087,1333,bank card,07.03.2020 03:56 PM,26.0
2088,1242,bank card,07.03.2020 04:27 PM,24.0
2089,747,from terminal,07.03.2020 04:49 PM,21.0
2090,654,bank card,07.03.2020 04:57 PM,26.0
2091,411,from terminal,07.03.2020 06:20 PM,22.0
2092,1194,bank card,07.03.2020 07:03 PM,140.0
2093,309,bank card,07.03.2020 09:50 PM,21.0
2094,212,bank card,07.03.2020 11:27 PM,22.0
2095,425,from terminal,07.03.2020 11:55 PM,90.0
2096,644,from terminal,07.03.2020 12:36 PM,20.0
2097,734,bank card,08.03.2020 01:00 AM,28.0
2098,1029,bank card,08.03.2020 02:25 AM,17.0
2099,353,bank card,08.03.2020 03:48 AM,90.0
2100,827,bank card,08.03.2020 04:44 AM,90.0
2101,663,bank card,08.03.2020 06:12 AM,24.0
2102,608,bank card,08.03.2020 06:51 AM,22.0
2103,462,bank card,08.03.2020 08:14 AM,10.0
2104,1160,bank card,08.03.2020 08:18 AM,19.0
2105,568,bank card,08.03.2020 09:53 AM,50.0
2106,1382,from another phone,08.03.2020 10:07 AM,24.0
2107,683,bank card,08.03.2020 10:23 AM,24.0
2108,1242,from terminal,08.03.2020 10:45 AM,23.0
2109,533,bank card,08.03.2020 11:24 AM,90.0
2110,592,bank card,08.03.2020 01:08 PM,19.0
2111,960,bank card,08.03.2020 02:07 PM,50.0
2112,1340,from another phone,08.03.2020 04:36 PM,23.0
2113,1255,bank card,08.03.2020 06:39 PM,23.0
2114,318,bank card,08.03.2020 07:17 PM,18.0
2115,97,from terminal,08.03.2020 07:21 PM,22.0
2116,985,bank card,08.03.2020 08:07 PM,21.0
2117,1256,bank card,08.03.2020 08:09 PM,50.0
2118,291,bank card,08.03.2020 08:45 PM,24.0
2119,84,bank card,08.03.2020 10:30 PM,50.0
2120,768,from terminal,08.03.2020 11:29 PM,19.0
2121,714,from terminal,08.03.2020 11:37 PM,26.0
2122,925,bank card,08.03.2020 11:44 PM,20.0
2123,191,bank card,08.03.2020 12:36 PM,50.0
2124,126,bank card,09.03.2020 01:00 AM,50.0
2125,1182,bank card,09.03.2020 01:10 AM,24.0
2126,973,from terminal,09.03.2020 01:44 AM,24.0
2127,452,bank card,09.03.2020 02:35 AM,21.0
2128,984,bank card,09.03.2020 03:16 AM,22.0
2129,272,from terminal,09.03.2020 04:01 AM,26.0
2130,32,from another phone,09.03.2020 04:39 AM,21.0
2131,104,bank card,09.03.2020 05:00 AM,50.0
2132,369,bank card,09.03.2020 05:22 AM,22.0
2133,474,bank card,09.03.2020 06:43 AM,16.0
2134,219,from another phone,09.03.2020 07:09 AM,20.0
2135,921,bank card,09.03.2020 07:49 AM,24.0
2136,592,from terminal,09.03.2020 08:58 AM,24.0
2137,143,bank card,09.03.2020 09:29 AM,26.0
2138,296,bank card,09.03.2020 09:29 AM,21.0
2139,216,bank card,09.03.2020 10:00 AM,22.0
2140,1033,from terminal,09.03.2020 10:43 AM,22.0
2141,1128,bank card,09.03.2020 10:59 AM,21.0
2142,975,bank card,09.03.2020 11:06 AM,24.0
2143,619,bank card,09.03.2020 01:00 PM,50.0
2144,894,from terminal,09.03.2020 01:10 PM,10.0
2145,1345,bank card,09.03.2020 03:41 PM,21.0
2146,1191,bank card,09.03.2020 05:30 PM,22.0
2147,907,bank card,09.03.2020 06:15 PM,24.0
2148,1212,from another phone,09.03.2020 06:23 PM,50.0
2149,415,bank card,09.03.2020 06:36 PM,22.0
2150,638,bank card,09.03.2020 06:55 PM,23.0
2151,1140,bank card,09.03.2020 07:58 PM,24.0
2152,1386,bank card,09.03.2020 09:58 PM,29.0
2153,724,from terminal,09.03.2020 10:05 PM,140.0
2154,283,bank card,09.03.2020 10:07 PM,50.0
2155,1269,bank card,09.03.2020 10:24 PM,50.0
2156,120,bank card,09.03.2020 10:50 PM,20.0
2157,1284,bank card,09.03.2020 10:57 PM,23.0
2158,280,bank card,09.03.2020 11:54 PM,19.0
2159,224,bank card,09.03.2020 12:16 PM,23.0
2160,528,bank card,09.03.2020 12:39 PM,18.0
2161,675,bank card,09.03.2020 12:50 PM,22.0
2162,120,bank card,10.03.2020 03:00 AM,15.0
2163,862,bank card,10.03.2020 04:18 AM,21.0
2164,1196,bank card,10.03.2020 05:42 AM,27.0
2165,1152,from terminal,10.03.2020 06:31 AM,140.0
2166,1219,bank card,10.03.2020 06:48 AM,10.0
2167,1171,bank card,10.03.2020 06:57 AM,18.0
2168,1359,from terminal,10.03.2020 07:25 AM,15.0
2169,1345,bank card,10.03.2020 08:32 AM,15.0
2170,566,bank card,10.03.2020 09:39 AM,50.0
2171,912,bank card,10.03.2020 10:45 AM,22.0
2172,704,from terminal,10.03.2020 11:35 AM,20.0
2173,657,bank card,10.03.2020 12:02 AM,22.0
2174,948,from terminal,10.03.2020 12:56 AM,23.0
2175,895,bank card,10.03.2020 01:42 PM,90.0
2176,1293,bank card,10.03.2020 02:44 PM,25.0
2177,1053,bank card,10.03.2020 03:04 PM,22.0
2178,447,bank card,10.03.2020 03:17 PM,19.0
2179,581,from terminal,10.03.2020 03:23 PM,23.0
2180,1021,bank card,10.03.2020 03:39 PM,24.0
2181,637,bank card,10.03.2020 04:04 PM,24.0
2182,1259,from another phone,10.03.2020 04:31 PM,23.0
2183,1041,from terminal,10.03.2020 05:22 PM,26.0
2184,1346,bank card,10.03.2020 05:31 PM,25.0
2185,568,bank card,10.03.2020 06:15 PM,23.0
2186,320,bank card,10.03.2020 06:17 PM,50.0
2187,443,from terminal,10.03.2020 06:27 PM,15.0
2188,768,bank card,10.03.2020 06:34 PM,22.0
2189,1380,from terminal,10.03.2020 08:36 PM,22.0
2190,614,bank card,10.03.2020 09:54 PM,24.0
2191,927,bank card,10.03.2020 10:01 PM,24.0
2192,518,bank card,10.03.2020 11:48 PM,23.0
2193,10,bank card,10.03.2020 11:48 PM,23.0
2194,576,bank card,10.03.2020 12:27 PM,22.0
2195,1344,from another phone,11.03.2020 01:30 AM,20.0
2196,225,bank card,11.03.2020 01:59 AM,22.0
2197,1119,from another phone,11.03.2020 03:06 AM,15.0
2198,434,from terminal,11.03.2020 04:04 AM,25.0
2199,543,bank card,11.03.2020 05:00 AM,90.0
2200,378,bank card,11.03.2020 05:10 AM,22.0
2201,229,bank card,11.03.2020 05:46 AM,22.0
2202,1390,bank card,11.03.2020 05:58 AM,22.0
2203,409,bank card,11.03.2020 06:15 AM,25.0
2204,131,bank card,11.03.2020 07:21 AM,50.0
2205,1028,bank card,11.03.2020 07:22 AM,22.0
2206,22,from another phone,11.03.2020 07:47 AM,21.0
2207,752,bank card,11.03.2020 07:48 AM,28.0
2208,818,bank card,11.03.2020 08:53 AM,18.0
